Ordi,S,N,P,R,DDX,DDY,DDZ,DDX5,DDY5,DDX10,DDY10,LX,D5,D10,TDS,TDB,TDN,DB,DS,DN
Ordi,S,N,P,R,DDX,DDY,DDZ,DDX5,DDY5,DDX10,DDY10,LX,D5,D10,TDS,TDB,TDN(et),DB,DS,DN(et)
序,代码,名称,最新,涨幅%,DDX,DDY,DDZ,5日DDX,5日DDY,10日DDX,10日DDY,连续,5日内,10日内,特大买入%,特大卖出%,特大单净比%,大单买入%,大单卖出%,大单净比%
2213,2639,雪人股份,17.6,-1.12,-0.425,-0.253,-24.59,-0.033,0.575,0.057,0.966,0,2,6,2.99,6.8,-3.82,15.27,31.18,-15.91
2214,593,大通燃气,7.24,-0.69,-0.425,-0.438,-32.9,-0.695,-0.291,-1.579,-1.967,0,2,3,0,9.37,-9.37,18.43,31.22,-12.78
2215,38,深大通,17.08,-1.1,-0.428,-0.518,-20.32,-0.127,-0.867,-1.034,-2.572,0,3,4,0,0,0,8.2,24.26,-16.06
2216,300363,博腾股份,70.18,-1.43,-0.429,-0.766,-24.11,0.107,0.126,-1.573,-1.916,0,3,4,13.27,13.35,-0.08,26.49,35.89,-9.4
2217,2023,海特高新,19.95,-1.72,-0.429,-0.673,-36.6,0.325,0.383,0.289,0.366,0,3,6,6.55,8.1,-1.55,22.83,38.58,-15.75
2218,601000,唐山港,5.81,-1.53,-0.433,-0.306,-6.99,0.761,0.784,-1.047,-1.117,0,2,2,6.27,8.68,-2.4,22.29,25.11,-2.82
2219,600758,红阳能源,8.47,-0.47,-0.433,-0.477,-15.63,-0.487,-0.116,-0.061,-0.259,0,1,4,0,0,0,6.47,19.72,-13.25
2220,600251,冠农股份,17.22,-0.86,-0.434,-0.397,-38.11,-0.495,-0.393,-1.034,-1.006,0,1,1,2.24,12.36,-10.12,25.59,38.56,-12.97
2221,613,大东海A,6.82,0.29,-0.434,-0.603,-18.85,-0.283,0.16,-0.542,-1.251,0,3,4,1.31,7.87,-6.56,21.42,26.6,-5.17
2222,2587,奥拓电子,15,-1.12,-0.435,-0.742,-22.01,-0.646,-1.749,-1.193,-2.557,0,2,3,0,8.01,-8.01,15.56,21.71,-6.16
2223,656,金科股份,9.64,-1.63,-0.439,-0.507,-27.84,-0.722,-0.169,-0.716,0.004,0,1,4,0,2.46,-2.46,20.17,35.96,-15.79
2224,600563,法拉电子,36.67,-1.95,-0.443,-0.553,-55.06,-0.578,-0.596,-0.865,-0.646,0,1,2,4.78,12.73,-7.94,23.36,42.16,-18.8
2225,506,中润资源,5.29,-2.94,-0.448,-0.398,-29.74,-0.908,-1.407,-0.654,-1.146,0,2,4,2.84,6.19,-3.35,27.99,42.78,-14.79
2226,733,振华科技,17.66,-1.51,-0.45,-0.548,-27.45,-0.072,-1.555,0.051,-0.39,0,1,3,1.16,11.8,-10.64,28.74,33.39,-4.65
2227,600217,秦岭水泥,8.38,6.21,-0.451,-0.719,-12.94,-0.73,-1.733,-0.784,-1.533,0,2,4,15.03,13.82,1.21,22.24,29.45,-7.2
2228,965,天保基建,7.12,-1.52,-0.452,-0.717,-18.88,-0.259,-0.506,-0.472,-0.996,0,3,4,3.26,6.51,-3.25,18.42,26.48,-8.06
2229,300025,华星创业,14.93,-1.13,-0.455,-1.055,-17.61,-1.299,-1.255,-3.387,-4.106,0,0,2,1.38,1.32,0.06,19.97,29.38,-9.42
2230,600335,国机汽车,17.22,-0.98,-0.456,-0.416,-22.65,-0.532,-0.561,0.311,0.49,0,2,5,1.15,7.37,-6.22,18.41,28.72,-10.3
2231,300191,潜能恒信,24.53,-1.37,-0.458,-0.958,-23.44,-1.207,-2.454,-2.124,-4.614,0,1,3,0,2.1,-2.1,16.86,28.17,-11.3
2232,300103,达刚路机,16.48,4.37,-0.458,-0.791,-9.89,1.337,0.906,1.338,0.251,0,4,7,7.15,9.56,-2.41,29.79,31.85,-2.06
2233,600354,敦煌种业,6.82,-0.29,-0.46,-0.352,-17.6,2.249,3.189,1.817,3.064,0,4,5,2.39,9.22,-6.83,23.75,29.66,-5.91
2234,300108,双龙股份,14.9,-0.53,-0.46,-0.756,-20.82,0.368,-0.285,-0.596,-2.502,0,3,4,0.2,0.64,-0.44,24.05,35.45,-11.41
2235,35,中国天楹,12.31,0.24,-0.461,-0.417,-18.47,0.92,1.063,0.509,0.027,0,3,5,1.57,2.79,-1.22,22.82,34.44,-11.62
2236,695,滨海能源,14.55,-1.82,-0.462,-0.646,-27.59,-0.782,-1.164,-0.775,-1.327,0,1,3,1.18,2.47,-1.29,9.84,28,-18.16
2237,553,沙隆达Ａ,12.57,-0.32,-0.464,-0.606,-32.77,-1.761,-1.741,-2.795,-3.912,0,0,1,1.69,9.6,-7.91,23.01,33.8,-10.79
2238,2025,航天电器,20.05,-0.89,-0.465,-0.737,-28.8,-0.121,-0.054,-1.342,-2.012,0,3,5,3.81,10.72,-6.91,20.45,29.26,-8.81
2239,600340,华夏幸福,27.33,-1.55,-0.466,-0.429,-29.92,0.374,-0.003,-0.09,-0.459,0,4,4,5.94,14.71,-8.77,25.62,34.46,-8.84
2240,2492,恒基达鑫,11.2,-1.93,-0.466,-0.685,-50.79,-0.648,-1.303,-0.756,-1.796,0,2,3,1.05,8.25,-7.2,11.67,33.71,-22.04
2241,2703,浙江世宝,21.47,-0.97,-0.467,-1.186,-10.72,-0.269,-0.699,2.135,-1.067,0,2,5,0,0,0,8.58,16.23,-7.65
2242,632,三木集团,5.56,-1.42,-0.468,-0.74,-30.61,0.787,1.451,-0.007,0.007,0,3,3,2.5,13.28,-10.78,15.92,23.27,-7.36
2243,616,亿城投资,3.97,-0.5,-0.468,-0.414,-37.62,-0.812,-0.466,-1.824,-1.865,0,1,1,5.68,18.47,-12.79,28.91,36.92,-8.01
2244,592,平潭发展,12.27,-2.39,-0.468,-0.507,-27.78,1.154,1.493,0.387,0.39,0,4,5,7.49,17.65,-10.16,32.9,36.01,-3.11
2245,540,中天城投,7.2,-0.55,-0.469,-0.295,-36.11,-0.748,-0.462,-1.654,-1.914,0,0,1,9.98,22.48,-12.51,28.78,37.76,-8.98
2246,2502,骅威股份,16.63,-1.01,-0.471,-0.641,-24.35,-1.033,-0.521,-1.29,-2.035,0,2,5,0,5.08,-5.08,22.04,31.96,-9.92
2247,823,超声电子,13.42,-0.59,-0.471,-0.829,-30.94,-0.851,-0.828,-2.251,-3.052,0,1,2,3.44,7.51,-4.07,26.94,36.95,-10.01
2248,300251,光线传媒,21.1,-1.4,-0.473,-0.672,-33.84,-0.843,-0.744,-1.833,-2.731,0,1,1,4.85,10.39,-5.54,22.6,34.74,-12.13
2249,2398,建研集团,13.85,-0.57,-0.473,-0.42,-41.21,-0.426,-0.404,-1.024,-1.466,0,1,2,0,18.4,-18.4,25.16,32.23,-7.07
2250,601007,金陵饭店,9.45,-1.25,-0.474,-0.675,-27.85,-0.591,-0.572,-0.697,-1.072,0,2,4,2.25,0,2.25,10.53,31.85,-21.33
2251,600787,中储股份,8.47,-0.35,-0.474,-0.588,-27.16,-0.866,-0.819,-1.939,-2.179,0,2,3,6.41,18.55,-12.14,25.07,27.67,-2.6
2252,600495,晋西车轴,11.96,-1.24,-0.475,-0.553,-19.17,-0.637,-0.191,-1.574,-1.281,0,1,2,8.64,15.26,-6.62,23.81,28.2,-4.39
2253,300079,数码视讯,13.31,-0.6,-0.477,-0.606,-29.82,-0.538,-0.715,-1.997,-2.757,0,2,3,7.27,19.43,-12.16,34.55,35.38,-0.83
2254,600363,联创光电,10.51,-1.22,-0.48,-0.629,-13.21,-0.333,-0.616,-0.472,-0.466,0,2,4,0.59,3.07,-2.47,19.39,26.02,-6.63
2255,300283,温州宏丰,14.13,-1.26,-0.481,-1.192,-15.35,-0.127,-0.751,-0.088,-1.683,0,4,8,0,4.46,-4.46,10.53,16.27,-5.73
2256,600262,北方股份,18.53,-1.7,-0.483,-0.626,-25.01,-0.817,-0.629,-0.855,-1.184,0,2,3,4.14,9.71,-5.56,13.08,24.33,-11.25
2257,2366,丹甫股份,32,-1.39,-0.484,-0.452,-13.83,1.336,2.004,-0.155,-0.638,0,3,5,3.9,10.64,-6.74,32.28,33.79,-1.5
2258,600319,亚星化学,5.79,5.08,-0.485,-1.697,-13.89,-0.694,-1.798,-0.779,-2.249,0,1,3,19.85,16.41,3.44,24.71,31.37,-6.66
2259,938,紫光股份,30.54,-1.17,-0.485,-0.763,-29.25,-1.104,-1.266,-1.924,-2.8,0,1,2,6.9,15.6,-8.7,26.63,31.49,-4.86
2260,2696,百洋股份,12.13,-0.41,-0.488,-0.75,-13.41,-0.971,-0.621,-1.028,-3.299,0,1,3,0,0.05,-0.05,11.79,21.82,-10.02
2261,590,紫光古汉,14.92,-1.91,-0.489,-0.55,-43.03,-0.08,-0.038,-0.671,-0.913,0,3,4,4.68,16.88,-12.2,21.36,33.12,-11.75
2262,600656,博元投资,8.19,-0.73,-0.491,-0.418,-21.02,-0.413,-0.193,-0.32,-0.031,0,1,4,2.87,14.16,-11.29,29.99,32.03,-2.05
2263,600835,上海机电,19.51,-1.37,-0.492,-0.498,-54.91,-0.738,-0.736,-0.853,-1.027,0,2,3,2.89,7.47,-4.58,22.72,48.27,-25.54
2264,300232,洲明科技,33.35,-1.04,-0.493,-0.635,-23.78,-1.547,-0.861,-3.57,-3.327,0,1,1,7.63,6.59,1.04,11.59,28.26,-16.67
2265,300081,恒信移动,16.93,-1.46,-0.493,-0.622,-27.75,-0.931,-0.422,-1.864,-0.022,0,1,2,0,2.87,-2.87,16.15,32.07,-15.93
2266,2586,围海股份,13.14,-0.9,-0.496,-0.544,-46.67,-1.008,-2.346,-1.77,-3.66,0,1,1,0.06,8.15,-8.09,12.04,34.75,-22.71
2267,2505,大康牧业,14.57,-0.48,-0.496,-0.653,-25.54,-1.459,-1.164,-2.548,-3.528,0,1,2,7.42,16.53,-9.11,17.6,23.53,-5.93
2268,600426,华鲁恒升,8.63,-1.26,-0.497,-0.333,-29.83,-1.374,-0.692,-2.31,-1.439,0,0,0,2.14,16.64,-14.5,29.78,35.07,-5.29
2269,300185,通裕重工,5.57,0.72,-0.498,-0.566,-17.05,-0.215,0.134,-0.889,-1.365,0,3,4,6.82,10.77,-3.95,19.23,26.06,-6.84
2270,2379,鲁丰环保,4.41,0,-0.499,-1.218,-11.97,-0.815,-1.225,-1.527,-5.757,0,2,3,0.93,3.71,-2.77,17.54,21.7,-4.16
2271,2139,拓邦股份,16.09,-1.23,-0.499,-0.94,-15.15,-1.889,-2.649,-3.846,-5.046,0,2,3,3.49,4.6,-1.11,15.91,23.93,-8.02
2272,762,西藏矿业,15.6,-0.26,-0.499,-0.411,-30.82,-1.415,-1.386,-3.463,-3.94,0,1,1,3.14,17.19,-14.05,25.05,30.82,-5.77
2273,600536,中国软件,28.87,-1.97,-0.5,-0.793,-26.11,-0.521,-1.255,-0.714,-1.901,0,1,4,5.03,14.81,-9.77,22.85,26.8,-3.95
2274,600071,凤凰光学,15.4,-1.79,-0.501,-0.726,-23.18,-0.129,-0.411,-0.278,-1.226,0,2,5,5.34,9.81,-4.47,16.98,26.58,-9.6
2275,571,新大洲Ａ,5.05,-1.56,-0.501,-0.747,-22.13,1.577,1.356,0.696,-0.273,0,3,4,2.43,13.91,-11.48,23.87,24.78,-0.91
2276,2234,*ST民和,9.9,-1.98,-0.503,-1.186,-29.96,-1.386,-2.53,-2.135,-3.248,0,1,1,3.96,7.96,-4,11.12,23.32,-12.21
2277,603003,龙宇燃油,14.24,-1.04,-0.505,-0.724,-11.75,2.218,-1.632,0.921,-4.089,0,2,4,0,6.28,-6.28,22.61,24.01,-1.4
2278,600765,中航重机,18.34,-2.03,-0.505,-0.624,-43.2,0.205,-0.107,0.641,-0.19,0,3,6,13.83,29.66,-15.83,39.05,37.44,1.61
2279,600410,华胜天成,14.42,-1.9,-0.506,-0.557,-20.86,1.087,1.403,-0.737,-0.834,0,2,2,2.85,13.72,-10.87,35.64,35.75,-0.1
2280,707,双环科技,4.98,-0.8,-0.507,-0.739,-31.59,-1.46,-1.139,-1.283,-0.234,0,0,2,1.07,12.28,-11.21,18.59,26.17,-7.58
2281,300231,银信科技,12.22,0.25,-0.508,-0.738,-12.51,-0.254,0.768,-1.846,-2.715,0,1,1,0.98,1.94,-0.96,20.08,27.33,-7.25
2282,600172,黄河旋风,7.47,-0.4,-0.51,-0.518,-27.55,-0.575,-0.455,-0.564,-1.141,0,2,4,3.69,5.22,-1.54,13.81,31.81,-18
2283,300359,全通教育,94.21,-1.85,-0.51,-1.103,-17.77,-2.06,-3.967,-4.676,-7.327,0,1,2,5.41,13.04,-7.63,18.16,19.67,-1.51
2284,2024,苏宁云商,7.85,2.21,-0.511,-0.504,-21.28,-1.137,-1.611,-1.31,-2.037,0,1,3,15.73,23.13,-7.4,28.85,31.8,-2.95
2285,300250,初灵信息,31.25,-2.92,-0.512,-0.615,-17.82,-0.137,-0.6,-0.896,-2.163,0,2,3,0,2.2,-2.2,22.56,32.14,-9.57
2286,929,兰州黄河,9.61,0.52,-0.512,-0.003,-13.06,0.183,1.114,0.122,0.405,0,3,6,1.66,8.25,-6.59,22.44,28.81,-6.37
2287,300304,云意电气,37.81,-0.87,-0.513,-0.703,-9.79,2.392,2.985,1.972,1.266,0,2,4,3.15,3.2,-0.05,17.37,24.06,-6.69
2288,600130,波导股份,5.53,-1.25,-0.514,-0.664,-22.91,-0.726,-0.383,-1.207,-1.642,0,2,3,1.52,7.14,-5.62,14.75,24.9,-10.15
2289,581,威孚高科,26.83,-1.07,-0.514,-0.547,-44.12,-0.891,-0.737,-1.053,-1.071,0,1,3,12.9,31.15,-18.25,32.06,32.2,-0.13
2290,603699,纽威股份,20.09,-0.2,-0.515,-0.852,-15.86,-1.038,-1.011,-2.514,-3.728,0,1,3,2.45,4.92,-2.48,13.57,21.87,-8.3
2291,2314,雅致股份,5.25,-1.32,-0.518,-0.704,-35.53,-0.495,-0.789,-0.506,-1.438,0,1,4,1.6,9.82,-8.22,9.27,25,-15.73
2292,600225,天津松江,7.45,-0.53,-0.52,-0.58,-10.64,-0.259,-0.503,-0.546,-0.884,0,4,4,2.52,5.01,-2.49,23.42,28.04,-4.63
2293,901,航天科技,28.18,-0.42,-0.52,-0.881,-15.48,1.493,0.409,-0.644,-3.718,0,3,5,5.68,9.04,-3.36,22.44,27.32,-4.88
2294,2456,欧菲光,26.01,-1.03,-0.522,-0.715,-21.16,-2.543,-2.836,-3.781,-4.482,0,1,1,10.13,17.45,-7.32,29.86,32.21,-2.35
2295,600339,天利高新,6.36,-1.85,-0.524,-0.628,-19.7,-1.036,-0.374,-1.222,-0.401,0,1,3,3.32,10.07,-6.76,19.11,25.38,-6.27
2296,300093,金刚玻璃,12.75,0.16,-0.529,-0.707,-13.84,-1.852,-2.733,-4.33,-6.295,0,1,2,4.43,13.37,-8.94,24.35,23.59,0.76
2297,2049,同方国芯,30.69,-0.03,-0.529,-0.635,-22.48,-0.166,-0.668,-0.518,-2.177,0,3,5,8.13,11.42,-3.29,24.46,33.53,-9.08
2298,600382,广东明珠,11.71,-0.68,-0.532,-0.584,-18.17,-1.074,-0.84,-3.188,-3.461,0,0,0,0.1,4.04,-3.94,17.02,26.44,-9.42
2299,710,天兴仪表,12.7,-1.55,-0.532,-0.493,-38.17,-0.841,-1.166,-0.514,-1.489,0,1,3,0,13.61,-13.61,24.29,34.56,-10.27
2300,300073,当升科技,21.59,-2.79,-0.533,-0.623,-38.75,-0.759,-0.586,-0.805,-0.161,0,1,3,6.61,17.75,-11.14,31.4,38.45,-7.06
2301,663,永安林业,12.24,-1.69,-0.533,-0.898,-26.1,-0.6,-1.545,-2.14,-4.316,0,1,2,1.7,6.35,-4.65,16.96,27.81,-10.85
2302,600039,四川路桥,7.13,0.14,-0.535,-0.494,-24.12,-3.298,-3.135,-2.898,-2.553,0,0,3,2.19,9.1,-6.91,26.64,35.22,-8.58
2303,795,太原刚玉,10.57,-0.28,-0.535,-0.675,-38.32,-0.568,-0.368,-0.508,-0.508,0,3,6,0.04,8.44,-8.39,25.52,38.15,-12.64
2304,2403,爱仕达,11.85,2.86,-0.537,-0.129,-14.4,-0.666,-0.149,-6.505,-5.735,0,1,2,3.01,27.37,-24.36,30.14,18.02,12.12
2305,2501,利源精制,15.21,-0.72,-0.538,-0.861,-32.61,-0.254,-0.454,-0.646,-1.553,0,3,6,7.52,7.88,-0.36,18.8,35.12,-16.32
2306,2028,思源电气,11.69,-0.51,-0.541,-0.418,-26.35,-1.466,-1.221,-1.897,-1.59,0,1,3,1.87,9.85,-7.98,27.33,36.87,-9.54
2307,300370,安控科技,28.53,-1.79,-0.545,-1.238,-14.37,-1.002,-1.773,-2.865,-6.137,0,2,4,0.02,2.51,-2.49,21.61,26.95,-5.34
2308,600375,华菱星马,11.53,-0.77,-0.546,-0.438,-21.52,-0.845,-0.375,-4.447,-4.355,0,2,2,4.67,11.42,-6.75,27.63,34.85,-7.22
2309,752,西藏发展,10.93,-0.73,-0.546,-0.778,-26.23,-0.315,-0.531,-4.414,-7.487,0,2,2,2.34,6.88,-4.54,21.56,32.32,-10.77
2310,601996,丰林集团,7.67,-0.65,-0.548,-0.473,-14.91,-2.252,-0.678,-3.358,-2.205,0,1,2,2.73,7.71,-4.97,26.45,31.64,-5.2
2311,300166,东方国信,24.91,-2.92,-0.548,-0.737,-40.41,0.188,-0.209,0.788,0.16,0,4,7,0,0.46,-0.46,15.51,39.89,-24.38
2312,600707,彩虹股份,8.79,-0.79,-0.549,-0.529,-45.64,-1.553,-1.51,-2.183,-2.195,0,0,1,1.57,9.49,-7.92,19.48,40.06,-20.58
2313,2099,海翔药业,9.95,-1.19,-0.549,-0.95,-14.43,-3.838,-5.191,-4.419,-5.383,0,1,4,2.64,2.57,0.07,27.21,34.7,-7.49
2314,2519,银河电子,24.64,-1.28,-0.552,-0.638,-30.75,-0.842,-0.805,-1.073,-2.057,0,1,4,0,5.32,-5.32,25.87,38.56,-12.69
2315,2165,红 宝 丽,6.49,0.62,-0.553,-0.435,-15.34,-0.709,-1.243,-1.028,-2.611,0,1,3,1.44,7.25,-5.81,23.89,29.19,-5.3
2316,2591,恒大高新,8.54,-0.35,-0.554,-0.884,-23.38,-1.531,-2.233,-1.363,-2.744,0,0,2,0,5.75,-5.75,18.63,27.38,-8.74
2317,300140,启源装备,19,-1.45,-0.555,-1.033,-23.17,-0.474,-0.754,-1.83,-3.629,0,2,3,1.14,2.92,-1.78,12.41,25.46,-13.05
2318,2632,道明光学,16.5,-1.02,-0.556,-1.025,-19.02,-0.021,-0.265,-0.857,-1.975,0,3,5,0,0,0,14.95,27.15,-12.2
2319,2527,新时达,19.17,-0.57,-0.556,-0.946,-32.85,-1.139,-1.202,-2.405,-3.568,0,1,2,0,7.12,-7.12,9.44,23.86,-14.42
2320,600435,北方导航,24.28,-1.78,-0.557,-0.6,-18.96,0.38,0.608,0.079,-0.318,0,2,4,9.83,23.44,-13.61,32.5,28.26,4.24
2321,2465,海格通信,17.13,-0.35,-0.557,-0.583,-29.36,0.042,0.261,-0.783,-1.21,0,2,3,3.19,13.36,-10.17,21.88,30.13,-8.25
2322,2495,佳隆股份,9.6,-1.23,-0.558,-0.641,-39.29,-0.683,0.235,-1.343,-0.664,0,1,1,0,4,-4,9.4,33.09,-23.69
2323,300227,光韵达,18.48,-1.65,-0.559,-0.874,-23.25,-0.224,-0.789,-0.855,-1.945,0,3,5,0,0,0,10.43,26.9,-16.48
2324,300088,长信科技,18.91,-1.36,-0.561,-0.607,-32.78,-0.343,-0.158,-0.938,-1.397,0,2,4,10.4,22.72,-12.32,27.91,31.62,-3.72
2325,2198,嘉应制药,9.68,-0.21,-0.564,-0.679,-17.06,-0.776,-0.347,-2.682,-3.828,0,2,3,4.39,8.92,-4.53,18.7,25.46,-6.76
2326,691,亚太实业,6.59,-1.64,-0.567,-0.682,-28.51,-0.313,-0.22,-0.247,-0.836,0,3,4,5.17,17.53,-12.36,25.56,28.92,-3.36
2327,300362,天保重装,25.43,-0.31,-0.573,-1.208,-9,-5.546,-6.166,-2.541,-7.552,0,1,2,0,1.76,-1.76,14.55,18.86,-4.31
2328,2644,佛慈制药,20.97,-0.52,-0.574,-0.949,-29,-1.303,-2.013,-2.226,-3.694,0,1,2,0,6.13,-6.13,18.95,29.8,-10.85
2329,2180,万 力 达,24,-2.52,-0.574,-0.756,-22.73,0.091,-0.7,-0.279,-0.94,0,3,6,20.79,22.17,-1.38,30.61,37.04,-6.43
2330,2178,延华智能,10.98,1.1,-0.577,-0.565,-9.63,-2.171,-0.581,-4.767,-5.792,0,1,1,16.43,20.17,-3.74,16.86,19.16,-2.3
2331,300355,蒙草抗旱,15.36,-0.45,-0.578,-0.844,-26.31,-1.187,-1.482,-3.728,-5.593,0,2,3,1.55,9.32,-7.77,28.69,34.4,-5.72
2332,2621,大连三垒,12.34,-0.96,-0.578,-1.454,-17.69,-0.619,-1.946,-1.495,-4.848,0,2,4,0,0,0,10.57,22,-11.44
2333,600855,航天长峰,21.72,-0.55,-0.581,-0.826,-13.78,0.432,-0.136,0.58,0.023,0,3,6,4.25,7.2,-2.96,24.81,29.8,-5
2334,2144,宏达高科,18.44,0.16,-0.581,-0.681,-22.56,-0.989,-0.731,-2.865,-3.653,0,2,4,18.9,20.71,-1.82,11.66,22.79,-11.13
2335,2125,湘潭电化,12.66,-1.4,-0.581,-0.996,-20.89,-0.934,-1.651,-3.895,-6.833,0,1,2,1.3,6.24,-4.93,17.11,25.08,-7.97
2336,601928,凤凰传媒,11.19,-0.89,-0.584,-0.736,-15.11,-1.508,-0.972,-2.694,-3.226,0,1,2,4.32,8.1,-3.77,25.4,30.59,-5.18
2337,300050,世纪鼎利,17.94,-2.02,-0.585,-1.104,-25.37,-0.538,-1.032,-2.784,-4.211,0,2,4,0,2.72,-2.72,10.92,24.9,-13.98
2338,566,海南海药,15.98,1.91,-0.587,-0.522,-34.48,-0.883,-0.932,-1.034,-1.119,0,1,2,7.73,7.19,0.54,32.73,51.05,-18.32
2339,600755,厦门国贸,5.44,0.93,-0.592,-0.47,-16.1,-0.302,-0.009,-0.715,-0.193,0,3,4,2.44,13.62,-11.19,20.48,21.27,-0.79
2340,600189,吉林森工,8.47,0.47,-0.592,-0.334,-13.62,-1.291,-1.27,-2.519,-2.423,0,2,2,0.43,4.9,-4.47,19.96,26.78,-6.82
2341,2701,奥瑞金,21.14,-0.98,-0.593,-0.788,-29.72,-1.418,-2.266,-2.359,-4.103,0,1,1,0.22,10.99,-10.77,20.03,27.66,-7.63
2342,300349,金卡股份,25.66,-0.5,-0.595,-0.859,-19.96,-0.443,0.195,-1.467,-2.248,0,2,3,5.3,10.41,-5.11,19.91,26.56,-6.65
2343,603288,海天味业,38.54,-0.85,-0.596,-0.588,-26.31,-1.129,-0.892,-1.015,-0.745,0,1,2,3.72,9.73,-6.01,23.81,34.29,-10.47
2344,600515,海岛建设,8.86,0.34,-0.596,-0.398,-6.4,-0.318,-0.34,-1.373,-2.045,0,1,2,6.34,12.35,-6.01,29.06,27.62,1.44
2345,300034,钢研高纳,22.32,-2.15,-0.596,-0.815,-43.61,-1.144,-1.376,-0.622,-1.917,0,2,4,4.44,21.93,-17.49,26.32,29.41,-3.09
2346,300198,纳川股份,8.13,-0.25,-0.597,-0.737,-33.4,-1.47,-1.777,-1.48,-2.287,0,0,3,0,11.19,-11.19,12.49,24.28,-11.79
2347,300035,中科电气,9.56,-1.14,-0.599,-1.572,-17.57,-1.008,-1.977,-3.293,-7.609,0,1,2,0,0,0,4.72,17.44,-12.72
2348,2057,中钢天源,11.29,-1.14,-0.601,-0.957,-29.26,-1.049,-2.773,-1.76,-4.883,0,2,3,3.2,13.67,-10.47,11.72,19.67,-7.95
2349,600984,建设机械,7.41,0.14,-0.603,-0.42,-31.61,-0.799,-0.404,-0.767,-0.894,0,1,4,0,0,0,25.7,47.8,-22.1
2350,300179,四方达,9.51,-0.21,-0.603,-0.447,-24.21,-0.155,0.259,-0.867,-1.416,0,3,4,0,14.66,-14.66,21.24,24.53,-3.3
2351,300380,安硕信息,48.73,-0.96,-0.608,-1.26,-18.95,0.728,0.696,0.842,1.206,0,3,6,0,4.53,-4.53,20.72,26.79,-6.07
2352,2607,亚夏汽车,9.3,0.11,-0.614,-0.959,-12.19,-2.275,-3.863,-4.724,-10.124,0,0,2,1.02,0.88,0.14,16.34,24.81,-8.47
2353,300136,信维通信,15.93,-0.62,-0.615,-0.761,-33.26,-0.201,-2.747,-0.189,-3.756,0,3,5,2.37,11.38,-9,19.13,30.26,-11.13
2354,603001,奥康国际,15.33,-0.71,-0.62,-1.032,-19.42,-3.088,-3.872,-2.441,-3.178,0,0,2,3.91,7.48,-3.57,17.63,24.95,-7.33
2355,300098,高新兴,23.91,-2.01,-0.629,-0.333,-25.57,0.892,0.63,0.852,0.372,0,3,4,1.43,5.51,-4.08,19.73,36.11,-16.38
2356,2460,赣锋锂业,21.1,-0.61,-0.629,-0.873,-34.89,-1.47,-1.953,-2.888,-4.625,0,1,1,2.28,11.68,-9.39,23.64,33.12,-9.48
2357,977,浪潮信息,42.06,-2.07,-0.629,-0.838,-40.63,-1.199,-1.638,-1.054,-1.719,0,1,4,10.63,24.92,-14.3,35.21,35.87,-0.66
2358,516,开元投资,7.78,-0.64,-0.631,-0.936,-39.07,-1.497,-1.948,-3.192,-4.415,0,1,3,0.93,13.47,-12.53,19.42,28.69,-9.27
2359,600387,海越股份,16.18,-1.7,-0.633,-0.615,-47.99,-0.865,-0.653,-1.163,-1.123,0,1,2,3.23,17.06,-13.83,26.3,38.84,-12.54
2360,300389,艾比森,84.18,0.35,-0.637,-1.29,-10.05,-0.566,-0.99,-2.662,-2.753,0,2,3,2.8,8.95,-6.15,32.86,30.96,1.9
2361,2295,精艺股份,9.45,-0.84,-0.638,-0.579,-33.53,-0.82,-1.174,-0.853,-1.607,0,1,3,14.13,8.52,5.62,21.21,45.5,-24.29
2362,600096,云天化,9.01,-1.74,-0.641,-0.464,-29.42,-1.099,-0.586,-1.951,-1.506,0,1,2,0,15.48,-15.48,18.82,25.48,-6.66
2363,300205,天喻信息,17.2,2.44,-0.641,-0.841,-11.62,1.951,1.453,0.195,-1.425,0,3,4,5.47,11.96,-6.49,28.73,28.39,0.34
2364,802,北京旅游,14.29,-1.11,-0.641,-0.831,-32.49,-1.2,-1.629,-3.469,-4.321,0,1,1,1.38,8.7,-7.32,16.5,29.67,-13.17
2365,300292,吴通通讯,17.06,-1.22,-0.642,-0.895,-26.06,-1.638,-2.314,-1.663,-3.122,0,0,3,1.62,0.24,1.39,12.26,31.49,-19.23
2366,300344,太空板业,8.02,-0.74,-0.643,-1.068,-15.03,-0.115,1.361,-1.796,-2.487,0,3,5,0,0,0,11.82,22.76,-10.94
2367,600825,新华传媒,11.19,-1.58,-0.645,-0.765,-31.12,-2.14,-2.4,-5.341,-6.048,0,1,1,6.83,14.56,-7.73,22.77,32.3,-9.52
2368,300058,蓝色光标,23.81,-1.37,-0.645,-0.85,-45.2,-1.342,-1.315,-2.728,-3.232,0,2,2,11.18,28.47,-17.29,36.85,35.21,1.65
2369,300184,力源信息,16.03,-1.66,-0.653,-0.953,-17.81,-1.489,-2.306,-2.023,-4.108,0,1,4,0,6.26,-6.26,16.67,22.56,-5.89
2370,600088,中视传媒,19.94,-1.77,-0.658,-0.946,-27.88,-1.179,-2.119,0.383,-1.92,0,1,3,2.12,9.77,-7.65,24.17,31.98,-7.81
2371,2722,金轮股份,25.9,-1.37,-0.66,-1.561,-14.48,-0.656,-0.986,-3.861,-8.715,0,3,4,0,4.07,-4.07,9.13,15.18,-6.05
